"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","depth","COVMAX","HTMAX","holdup","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"3009",0.726,32.027,0.646,1.467,0.673,2.271,1276.53,89.013,0.835,0.377,119.019,0.848,520.291,0.119,1.255,0.317,0.196,0.791,4.854,2.43,0.873,0.011,0.011,960.168,17.661,20.442,72.876,17.881,23.82,6.111,21.015,88.718,0.422,0.722,1.14,0.459,28.749,3.292,18.941,0.867,0.309,4.346,4.499,0,5.4378,83.707,55.855,1.1963,961,1149.6443
"3010",0.71,19.635,0.485,4.223,0.505,2.442,4429.71,62.587,0.312,0.218,56.652,0.973,600.006,0.13,1.53,0.407,0.231,2.813,1.953,2.07,0.374,0.078,0.078,835.998,6.817,17.368,126.02,8.53,2.07,8.139,24.291,11.787,0.54,0.564,1.066,0.96,29.123,4.928,65.697,0.445,0.541,5.587,4.59,0,1.7152,1.0302,0.77295,0.010414,837,8.716518
"3011",0.604,11.12,0.396,2.715,0.821,3.269,515.944,89.918,0.544,0.073,4.698,0.335,527.624,0.111,1.138,0.425,0.143,0.839,3.116,2.726,0.502,0.072,0.072,611.675,34.635,7.269,39.239,32.737,8.549,27.719,45.179,74.034,0.047,0.38,1.722,0.021,58.924,1.963,74.76,0.833,0.918,7.324,0.604,0,5.9963,10.705,8.6519,2.186,613,1340.018
"3012",0.784,19.719,0.127,4.91,0.265,0.557,2154.628,78.768,0.136,0.039,36.044,0.997,624.135,0.24,1.252,0.325,0.083,1.365,0.905,2.889,0.138,0.089,0.089,998.342,8.284,6.44,35.612,22.16,18.012,8.836,43.673,20.713,0.26,0.16,1.009,0.37,59.218,2.077,8.383,1.445,0.247,9.141,1.235,0.001,4.5055,2.627,1.8178,0.03318,998,33.11364
"3013",0.778,31.961,0.398,3.825,0.67,1.421,2078.277,83.114,0.425,0.382,4.863,0.033,781.955,0.299,1.398,0.267,0.093,2.959,3.464,0.596,0.579,0.094,0.094,805.597,11.284,15.031,33.24,28.553,3.094,21.889,47.686,46.873,0.214,0.655,1.153,0.193,35.364,4.535,38.417,0.909,0.822,1.291,4.62,0.001,4.8706,2.3874,1.7473,0.068559,806,55.258554
"3014",0.669,14.968,0.096,3.777,0.747,1.903,2652.923,85.699,0.043,0.322,79.228,0.115,701.79,0.171,1.081,0.375,0.152,0.851,1.766,0.928,0.593,0.089,0.089,875.795,15.949,20.447,103.374,28.75,9.384,28.928,7.512,51.651,0.773,0.794,1.02,0.848,9.708,2.035,13.271,0.873,0.39,2.781,0.539,0.001,5.1842,3.4918,2.4137,0.031142,877,27.311534
"3015",0.602,28.499,0.219,3.899,0.529,2.64,2382.338,90.936,0.807,0.117,101.536,0.354,854.206,0.288,1.497,0.355,0.165,2.148,3.739,1.874,0.798,0.044,0.044,948.086,8.453,13.706,18.497,17.446,17.691,25.315,18.649,31.285,0.846,0.564,1.095,0.632,8.883,0.134,27.68,0.925,0.935,4.583,0.452,0.001,6.0714,18.996,12.729,0.12546,949,119.06154
"3016",0.605,24.122,0.143,2.213,0.357,2.57,2250.635,86.137,0.447,0.205,35.227,0.735,710.306,0.255,1.165,0.269,0.082,0.149,0.195,0.504,0.567,0.099,0.099,686.685,9.143,12.282,73.446,28.921,12.775,23.26,23.558,49.962,0.44,0.196,1.178,0.302,48.127,1.926,21.786,1.337,0.983,11.432,5.256,0.001,5.3766,4.8291,3.4535,0.089359,687,61.389633
"3017",0.721,34.692,0.307,1.982,0.153,0.668,1525.795,80.163,0.221,0.131,38.441,0.623,642.317,0.161,1.08,0.395,0.082,2.14,0.491,2.008,0.742,0.071,0.071,680.175,12.971,29.843,83.83,10.143,16.672,15.558,31.146,28.768,0.445,0.464,1.716,0.708,56.986,1.699,20.943,0.943,0.428,8.242,2.078,0.001,4.7331,15.526,10.682,0.15317,680,104.1556
"3018",0.751,18.515,0.104,3.77,0.262,0.835,4293.709,62.572,0.762,0.162,12.244,0.042,732.993,0.263,1.185,0.401,0.179,1.697,1.582,2.097,0.878,0.043,0.043,781.717,12.55,30.13,116.819,12.993,4.895,13.626,36.446,59.844,0.799,0.735,1.621,0.134,2.896,0.594,25.848,1.389,0.381,14.132,9.533,0.001,1.9076,4.4006,3.3225,0.023243,782,18.176026
"3019",0.735,17.764,0.493,2.74,0.906,0.675,3291.652,63.261,0.705,0.467,54.386,0.342,702.02,0.15,1.194,0.345,0.111,3.8,0.393,0.187,0.558,0.051,0.051,824.845,16.225,6.699,76.178,25.25,2.934,22.191,30.653,24.195,0.787,0.192,1.526,0.79,30.95,2.181,31.885,0.289,0.926,1.472,3.853,0,2.1831,1.5536,1.1262,0.014384,825,11.8668
"3020",0.69,28.02,0.545,4.149,0.359,1.916,3071.744,84.781,0.339,0.362,30.478,0.807,593.054,0.193,1.436,0.257,0.096,3.158,0.897,0.769,0.259,0.095,0.095,683.889,24.324,21.98,47.525,25.206,16.037,23.281,35.287,72.372,0.804,0.6,1.431,0.281,4.333,3.06,28.422,0.811,0.621,10.499,2.804,0,5.0821,3.5544,2.537,0.030953,684,21.171852
"3021",0.682,30.879,0.343,0.6,0.826,4.549,4181.038,71.699,0.526,0.226,1.805,0.031,807.613,0.188,1.321,0.27,0.202,3.741,1.423,1.394,0.404,0.026,0.026,929.06,23.264,27.462,104.231,9.564,2.846,7.888,38.318,13.154,0.159,0.472,1.31,0.471,36.74,1.496,59.296,0.446,0.34,0.326,7.526,0,2.5001,4.0829,3.1113,0.09399,929,87.31671
"3022",0.66,27.389,0.372,2.376,0.87,0.41,4975.389,75.341,0.832,0.451,81.085,0.942,566.872,0.16,1.725,0.315,0.213,0.817,5.008,2.572,0.703,0.011,0.011,817.353,30.475,34.142,143.341,34.939,4.967,9.617,41.266,32.766,0.491,0.734,1.545,0.67,18.537,4.711,43.586,1.082,0.885,8.998,4.6,0,3.024,24.209,18.033,0.47497,818,388.52546
"3023",0.703,15.866,0.123,1.126,0.27,0.224,3821.344,70.235,0.93,0.267,63.584,0.236,539.1,0.282,0.927,0.292,0.085,1.131,2.147,1.597,0.416,0.074,0.074,917.265,12.681,26.2,145.68,23.854,11.416,41.785,19.91,81.117,0.135,0.102,1.08,0.77,16.137,1.613,44.969,0.629,0.362,7.392,0.396,0,3.1504,1.842,1.366,0.076892,917,70.509964
"3024",0.66,27.371,0.404,4.2,0.905,3.729,271.452,68.468,0.294,0.068,103.531,0.157,876.614,0.262,1.533,0.273,0.094,1.015,5.719,2.478,0.982,0.086,0.086,813.621,20.969,23.741,142.323,17.863,21.441,6.38,30.485,67.374,0.014,0.614,0.961,0.044,25.846,2.782,16.79,1.052,0.667,12.213,7.301,0.001,2.7706,3.1573,2.7762,1.1362,817,928.2754
"3025",0.757,26.657,0.348,4.368,0.6,1.081,772.353,80.107,0.041,0.27,47.038,0.695,722.442,0.293,1.411,0.408,0.078,2.004,3.593,1.543,0.967,0.022,0.022,770.158,32.431,10.695,29.076,10.805,6.967,12.733,40.754,29.257,0.935,0.638,0.994,0.274,17.38,2.201,60.816,0.476,0.48,10.683,3.661,0,4.7484,10.4,7.9203,0.052474,771,40.457454
"3026",0.702,27.829,0.534,1.199,0.669,4.468,4216.03,78.122,0.108,0.233,119.55,0.683,686.801,0.14,1.514,0.346,0.189,2.624,1.623,0.534,0.335,0.092,0.092,870.623,32.773,28.479,101.565,11.355,18.208,21.503,33.454,84.83,0.72,0.77,1.675,0.48,19.267,1.474,56.139,0.857,0.382,4.859,8.558,0.001,3.6499,0.53095,0.35986,0.0024954,871,2.1734934
"3027",0.779,24.627,0.636,3.398,0.588,2.168,4908.932,64.912,0.023,0.398,84.435,0.352,855.844,0.12,1.371,0.343,0.138,0.677,4.204,1.127,0.285,0.014,0.014,983.211,28.784,33.949,83.514,17.8,21.049,42.933,18.539,52.088,0.245,0.757,1.626,0.053,21.031,3.121,38.102,1.464,0.449,3.718,6.735,0,2.2337,0.96703,0.74148,0.012296,984,12.099264
"3028",0.728,29.057,0.135,0.175,0.934,4.373,1850.4,75.972,0.072,0.195,71.372,0.448,832.95,0.222,1.372,0.292,0.197,3.779,0.76,1.941,0.358,0.073,0.073,814.578,33.601,26.885,92.453,26.444,3.123,41.38,24.935,38.282,0.409,0.697,1.637,0.921,2.883,0.585,28.326,0.676,0.345,2.657,4.556,0,3.1307,2.4915,1.7425,0.022398,815,18.25437
"3029",0.633,33.036,0.229,4.001,0.855,2.06,396.86,85.479,0.847,0.161,8.412,0.616,611.172,0.217,1.027,0.37,0.164,0.219,3.373,2.718,0.446,0.062,0.062,866.145,12.405,18.808,127.688,26.93,22.568,30.551,23.796,18.789,0.962,0.253,0.864,0.335,40.66,0.335,35.598,0.972,0.979,7.21,0.021,0.001,4.9895,18.534,13.789,0.32547,866,281.85702
"3030",0.781,22.758,0.105,4.867,0.551,1.299,2016.279,79.481,0.064,0.289,79.159,0.409,857.905,0.212,0.888,0.306,0.087,1.241,4.904,1.793,0.459,0.067,0.067,656.174,21.86,12.134,119.583,11.928,19.915,33.01,11.08,60.618,0.977,0.709,1.073,0.295,13.095,0.048,46.159,1.381,0.581,2.063,7.388,0.001,4.3882,2.2234,1.6625,0.014257,657,9.366849
"3031",0.615,16.578,0.153,2.995,0.781,4.723,4961.299,84.817,0.189,0.295,78.493,0.078,536.047,0.264,1.114,0.362,0.177,0.39,4.555,2.863,0.745,0.049,0.049,704.073,23.988,22.377,41.826,15.113,14.563,27.664,26.597,55.285,0.614,0.207,1.617,0.814,31.125,1.4,0.015,0.496,0.934,9.652,3.254,0,4.8706,9.0992,6.2508,0.074476,704,52.431104
"3032",0.656,10.518,0.223,0.12,0.211,1.677,4508.817,76.801,0.817,0.08,35.632,0.836,781.281,0.259,1.154,0.288,0.2,1.909,4.34,2.826,0.808,0.046,0.046,994.468,22.891,7.919,96.463,7.896,13.112,28.712,34.292,50.184,0.267,0.682,1.546,0.502,4.293,3.866,67.612,1.207,0.386,5.163,6.874,0,3.2598,4.1173,2.7813,0.041774,995,41.56513
"3033",0.668,19.951,0.335,0.084,0.291,0.362,1567.254,86.793,0.336,0.018,81.756,0.038,622.223,0.202,1.408,0.419,0.07,0.832,1.869,1.932,0.244,0.069,0.069,963.586,20.494,27.349,114.639,13.671,7.99,35.095,18.123,21.87,0.969,0.365,0.882,0.317,37,4.546,6.571,0.253,0.858,0.553,6.639,0,5.9272,2.9767,2.0988,0.019869,964,19.153716
"3034",0.676,13.805,0.333,3.719,0.499,3.034,1102.323,75.023,0.888,0.188,101.287,0.936,609.093,0.282,1.424,0.424,0.08,1.689,3.404,2.589,0.885,0.034,0.034,835.693,14.199,32.76,44.189,21.985,16.787,8.026,30.43,42.53,0.899,0.664,1.525,0.086,50.429,3.664,23.033,0.849,0.777,1.24,7.93,0,4.0559,20.499,15.12,0.18881,836,157.84516
"3035",0.72,33.323,0.108,2.776,0.213,0.531,4307.407,83.244,0.71,0.066,6.765,0.411,586.875,0.114,0.962,0.34,0.186,3.717,3.924,1.863,0.918,0.055,0.055,896.18,9.815,22.368,6.087,27.125,2.662,16.424,28.916,27.014,0.239,0.466,1.391,0.672,42.546,3.128,49.735,1.305,0.039,3.711,8.371,0,4.433,6.7673,4.6595,0.066777,897,59.898969
"3036",0.723,24.327,0.17,1.837,0.573,3.497,4888.755,61.876,0.118,0.369,77.729,0.614,687.286,0.107,1.652,0.256,0.091,3.246,3.559,0.448,0.906,0.08,0.08,868.247,33.626,30.045,98.696,19.79,17.784,40.581,42.963,60.203,0.223,0.737,1.097,0.494,45.366,2.979,15.347,0.137,0.404,14.127,9.958,0,2.0048,0.21311,0.1631,0.0043254,869,3.7587726
"3037",0.633,27.762,0.59,1.299,0.802,2.413,1700.555,70.444,0.887,0.227,46.984,0.295,539.433,0.273,1.394,0.376,0.135,0.739,5.743,1.523,0.397,0.015,0.015,714.492,27.755,31.262,143.084,33.139,10.851,6.808,7.088,29.565,0.186,0.549,0.948,0.975,2.058,1.308,51.473,0.515,0.99,14.201,7.999,0.001,2.9068,6.5905,5.3269,0.31186,715,222.9799
"3038",0.743,19.044,0.161,0.485,0.633,4.871,358.425,69.274,0.3,0.231,100.679,0.607,520.9,0.173,1.023,0.416,0.075,2.491,3.751,2.295,0.249,0.081,0.081,791.403,29.287,34.376,99.883,33.152,24.863,5.515,38.398,50.543,0.221,0.759,1.229,0.532,54.01,0.609,29.779,1.045,0.33,8.69,1.867,0,3.2592,0.9443,0.70204,0.028544,792,22.606848
"3039",0.782,27.85,0.436,3.753,0.394,0.601,1591.565,77.662,0.409,0.375,133.355,0.304,745.85,0.184,0.882,0.428,0.118,0.682,1.352,0.474,0.285,0.027,0.027,779.613,15.106,31.362,138.103,6.953,6.786,6.961,30.295,7.437,0.064,0.134,1.672,0.171,52.196,4.743,41.287,0.068,0.059,9.55,9.291,0.001,4.2281,3.4138,2.4088,0.26377,780,205.7406
"3040",0.751,25.3,0.456,3.419,0.344,1.827,2953.873,89.175,0.266,0.326,55.175,0.78,851.174,0.184,1.51,0.344,0.169,3.279,4.5,0.724,0.723,0.027,0.027,788.609,8.624,31.152,149.997,20.1,18.574,11.617,39.075,30.194,0.043,0.526,1.32,0.504,10.828,4.284,41.145,0.961,0.477,12.056,5.829,0,5.6016,4.38,3.0128,0.78248,789,617.37672
"3041",0.721,22.047,0.057,3.616,0.787,3.629,51.961,85.299,0.35,0.071,61.487,0.788,549.274,0.229,1.454,0.341,0.144,1.08,4.914,2.666,0.187,0.068,0.068,628.171,8.436,27.703,16.949,29.282,18.089,39.313,11.1,4.3,0.264,0.212,1.001,0.289,5.006,1.668,77.975,0.576,0.776,11.067,5.213,0.001,5.0286,1.6431,1.243,0.04195,628,26.3446
"3042",0.711,33.962,0.24,0.379,0.706,0.803,712.785,89,0.98,0.075,31.072,0.442,812.557,0.225,1.484,0.312,0.079,3.902,2.871,0.991,0.251,0.062,0.062,745.139,14.565,30.482,58.835,12.35,15.045,35.342,23.444,88.777,0.18,0.57,1.365,0.57,59.601,4.848,49.666,0.623,0.075,0.788,9.339,0,6.0275,1.9128,1.3104,0.058942,746,43.970732
"3043",0.741,34.606,0.357,1.815,0.852,3.466,4464.377,61.8,0.011,0.106,99.373,0.208,590.96,0.299,0.958,0.328,0.066,1.834,5.942,0.39,0.529,0.044,0.044,980.165,24.313,23.277,90.944,12.419,5.512,28.799,32.446,11.321,0.349,0.282,1.353,0.89,53.106,4.908,70.246,1.466,0.354,6.913,9.098,0.001,2.3603,0.19006,0.14075,0.0017777,980,1.742146
"3044",0.637,16.478,0.053,0.396,0.976,4.311,3579.853,86.354,0.553,0.149,124.334,0.242,659.803,0.218,1.188,0.363,0.201,3.951,0.451,1.319,0.289,0.041,0.041,859.767,16.464,14.789,48.595,10.317,13.904,7.472,26.499,79.162,0.045,0.106,0.872,0.295,35.898,0.918,65.497,0.639,0.638,4.038,2.605,0,4.9304,4.4034,3.3373,0.51911,860,446.4346
"3045",0.644,21.254,0.294,2.095,0.658,2.351,3405.795,70.318,0.67,0.155,38.937,0.799,802.138,0.282,1.643,0.319,0.118,2.968,1.72,1.857,0.302,0.058,0.058,626.837,16.819,9.371,99.912,25.447,22.281,44.508,17.505,70.634,0.17,0.785,0.911,0.851,37.868,4.867,71.57,0.082,0.656,5.637,2.956,0.001,2.8911,2.1077,1.7183,0.16602,628,104.26056
"3046",0.775,31.421,0.408,3.956,0.663,2.419,4662.503,79.676,0.286,0.28,56.609,0.149,864.127,0.144,1.193,0.413,0.092,0.624,3.523,1.113,0.284,0.06,0.06,870.202,19.756,15.114,128.548,5.75,3.793,15.831,5.356,29.443,0.487,0.279,1.323,0.388,50.183,2.333,40.323,1.322,0.25,0.498,0.988,0.001,4.6734,2.1606,1.4287,0.026775,870,23.29425
"3047",0.742,16.613,0.624,4.519,0.131,2.658,1129.926,85.97,0.008,0.168,28.961,0.85,803.166,0.143,1.191,0.269,0.135,1.147,5.062,0.328,0.222,0.047,0.047,681.888,28.212,32.454,144.137,7.709,11.021,18.845,44.386,70.071,0.073,0.704,1.108,0.466,22.536,4.866,71.505,1.283,0.933,9.146,1.759,0,4.9833,0.2074,0.15717,0.02075,683,14.17225
"3048",0.794,24.785,0.358,1.674,0.485,2.4,402.284,90.87,0.963,0.337,66.015,0.47,764.159,0.102,1.759,0.417,0.074,1.486,5.891,2.248,0.647,0.089,0.089,917.176,28.647,13.435,95.626,20.044,18.813,15.479,21.142,73.412,0.407,0.756,1.673,0.227,1.012,2.771,38.323,0.697,0.355,12.96,2.208,0,6.4893,8.1758,5.0829,0.1281,918,117.5958
"3049",0.602,23.629,0.346,1.595,0.129,1.749,4548.795,66.991,0.743,0.172,131.746,0.725,694.786,0.141,0.98,0.334,0.165,0.901,1.094,2.322,0.565,0.095,0.095,655.499,30.397,20.33,53.282,16.02,10.05,13.691,37.01,59.124,0.603,0.776,1.686,0.286,35.852,0.858,49.984,0.804,0.35,2.946,3.823,0.001,2.2945,2.8937,2.1817,0.014612,656,9.585472
"3050",0.61,22.451,0.49,4.08,0.81,2.938,2891.207,83.035,0.249,0.214,17.003,0.161,552.35,0.193,1.748,0.348,0.206,2.753,5.023,1.81,0.111,0.032,0.032,619.57,5.309,26.481,81.351,25.704,6.935,16.803,49.091,80.073,0.479,0.418,1.014,0.032,29.34,4.414,9.317,0.938,0.453,2.138,7.814,0.001,4.3688,1.1611,0.90224,0.049019,620,30.39178
"3051",0.604,10.62,0.562,3.356,0.381,4.074,3342.085,61.24,0.545,0.08,98.336,0.569,504.713,0.238,1.41,0.394,0.219,2.327,1.812,2.033,0.618,0.073,0.073,666.86,20.318,26.625,99.641,18.873,4.452,37.367,14.054,61.32,0.082,0.394,1.238,0.816,57.165,4.757,18.419,0.476,0.933,0.538,6.615,0,1.4934,1.7336,1.3246,0.13091,667,87.31697
"3052",0.638,28.537,0.261,1.027,0.778,0.211,41.527,84.621,0.886,0.371,109.233,0.485,537.102,0.127,0.9,0.418,0.18,0.026,2.274,2.627,0.801,0.028,0.028,706.276,5.269,25.791,27.531,14.7,12.294,44.323,23.003,86.558,0.742,0.269,1.176,0.461,6.331,4.033,55.04,1.326,0.114,4.077,8.19,0.001,4.9967,42.898,30.459,0.30486,707,215.53602
"3053",0.678,13.364,0.363,1.859,0.129,2.654,2193.787,70.921,0.734,0.457,102.01,0.071,884.584,0.288,1.205,0.424,0.214,3.979,2.599,0.182,0.392,0.045,0.045,666.729,20.458,30.838,31.125,5.793,19.025,10.947,27.028,78.09,0.857,0.752,0.94,0.841,23.085,4.616,32.546,0.799,0.16,10.726,5.008,0,2.7706,0.17618,0.14774,0.00081265,668,0.5428502
"3054",0.643,22.157,0.382,2.548,0.663,4.271,299.059,80.609,0.156,0.328,23.197,0.769,755.743,0.284,1.09,0.425,0.187,2.044,5.276,1.92,0.792,0.067,0.067,851.161,13.086,33.747,12.262,10.548,15.193,27.64,25.548,56.087,0.913,0.407,1.346,0.129,37.481,1.078,23.237,0.399,0.353,9.643,9.799,0.001,4.3011,4.3568,3.0977,0.013514,852,11.513928
"3055",0.76,13.51,0.542,1.358,0.767,1.717,2132.065,68.899,0.536,0.234,29.409,0.161,856.903,0.147,0.878,0.264,0.201,1.852,5.071,2.985,0.986,0.045,0.045,843.371,15.683,29.827,120.834,15.889,24.003,17.935,28.903,74.125,0.49,0.524,1.042,0.113,33.767,4.92,6.057,0.831,0.351,14.289,4.262,0.001,2.0909,7.2772,5.8275,0.087735,844,74.04834
"3056",0.748,13.081,0.459,3.819,0.152,3.312,1299.949,65.505,0.464,0.109,70.206,0.79,722.375,0.141,1.339,0.342,0.152,1.944,2.243,1.824,0.669,0.04,0.04,709.06,29.21,22.644,87.271,29.275,7.244,17.783,38.881,89.132,0.74,0.432,1.425,0.79,36.983,4.649,43.955,1.227,0.144,5.06,1.791,0.001,2.2493,3.8716,3.0286,0.038845,709,27.541105
"3057",0.712,10.481,0.178,3.437,0.174,0.237,1632.846,63.481,0.247,0.09,20.479,0.184,811.591,0.125,1.523,0.334,0.179,3.256,3.294,0.777,0.423,0.089,0.089,961.968,19.388,29.93,51.091,26.434,13.133,33.768,29.592,7.184,0.519,0.201,1.052,0.248,35.457,2.066,2.127,1.435,0.377,2.398,8.521,0.001,1.7398,0.14999,0.11155,0.0010077,962,0.9694074
"3058",0.684,21.954,0.387,2.851,0.342,0.984,1371.859,80.742,0.669,0.055,7.468,0.243,525.811,0.131,1.06,0.336,0.099,0.81,4.537,2.355,0.218,0.054,0.054,993.059,10.471,14.348,88.361,15.409,18.166,43.248,9.914,3.082,0.656,0.244,0.901,0.856,34.497,2.971,54.146,0.778,0.449,3.067,8.437,0,4.6653,3.249,2.2915,0.042239,993,41.943327
"3059",0.738,21.769,0.273,3.059,0.312,1.597,930.122,61.319,0.475,0.205,98.966,0.166,654.233,0.125,1,0.351,0.131,2.901,0.202,0.436,0.266,0.06,0.06,834.93,27.479,31.866,148.443,31.599,9.514,42.611,5.67,75.272,0.812,0.308,1.405,0.125,6.491,0.559,72.545,1.066,0.57,12.148,2.908,0.001,1.8306,0.38709,0.30088,0.0051924,835,4.335654
"3060",0.783,13.203,0.334,0.065,0.126,0.114,1390.559,78.662,0.507,0.117,9.044,0.12,525.713,0.18,1.713,0.407,0.082,3.354,1.927,1.111,0.916,0.076,0.076,964.44,8.44,20.791,29.729,7.47,24.825,21.745,14.279,29.341,0.731,0.32,1.309,0.655,29.783,4.685,67.68,0.069,0.305,10.338,2.372,0,4.6819,3.0272,2.0209,0.0078192,965,7.545528
"3061",0.783,17.314,0.247,4.683,0.262,1.437,2012.775,64.611,0.246,0.407,6.442,0.652,893.897,0.235,1.654,0.319,0.18,1.919,0.544,2.447,0.928,0.095,0.095,762.1,17.918,28.004,26.651,21.484,1.884,16.926,15.923,42.631,0.209,0.757,1.487,0.395,21.697,2.652,49.586,0.088,0.224,10.087,9.584,0.001,1.9448,3.9756,2.8881,0.054014,763,41.212682
"3062",0.711,34.513,0.328,4.754,0.848,2.229,4532.827,74.303,0.209,0.07,64.498,0.837,826.694,0.185,0.97,0.275,0.139,3.379,0.5,2.105,0.52,0.069,0.069,614.058,29.888,27.266,101.192,21.836,16.829,26.56,4.351,53.222,0.381,0.115,1.498,0.241,54.921,3.377,48.607,1.154,0.278,13.654,7.927,0,3.1744,13.246,9.9522,0.30586,614,187.79804
"3063",0.687,28.931,0.568,3.603,0.859,1.034,1944.318,84.225,0.945,0.008,75.264,0.673,713.776,0.247,1.376,0.403,0.206,1.641,0.821,0.396,0.343,0.07,0.07,966.176,15.534,21.201,91.544,10.579,21.266,36.63,41.057,52.813,0.622,0.665,1.342,0.185,19.82,2.98,26.214,1.429,0.71,12.409,4.421,0,4.6257,6.758,4.7771,0.067809,967,65.571303
"3064",0.699,26.492,0.081,1.131,0.595,4.094,4894.53,87.471,0.245,0.139,34.771,0.722,649.289,0.143,1.172,0.384,0.166,3.316,5.662,2.179,0.162,0.042,0.042,628.909,16.844,11.487,87.685,7.27,0.567,32.54,13.667,85.25,0.232,0.497,1.636,0.933,15.372,0.966,1.577,1.497,0.361,4.001,7.817,0.001,5.3123,1.1684,0.79487,0.026208,629,16.484832
"3065",0.703,13.118,0.292,4.863,0.456,0.723,2705.166,67.133,0.907,0.119,60.462,0.93,640.916,0.205,1.377,0.305,0.193,0.033,1.005,2.658,0.745,0.035,0.035,686.042,21.235,5.097,133.895,22.342,19.186,37.383,21.353,26.309,0.294,0.416,1.269,0.59,30.114,2.296,13.987,0.342,0.392,3.352,8.67,0,2.0458,22.936,17.867,0.61985,686,425.2171
"3066",0.788,27.532,0.368,2.907,0.422,1.046,4380.541,62.409,0.337,0.091,30.838,0.508,790.095,0.272,1.566,0.362,0.231,2.356,5.608,2.315,0.392,0.09,0.09,802.172,30.414,19.861,145.65,8.554,4.085,44.85,22.295,53.411,0.129,0.328,1.302,0.459,22.959,1.181,56.41,1.046,0.25,5.823,8.252,0.001,1.4942,0.32947,0.24637,0.0080341,802,6.4433482
"3067",0.667,25.765,0.316,4.401,0.731,3.796,3074.994,63.816,0.455,0.011,40.147,0.865,538.406,0.208,1.273,0.369,0.211,0.1,5.588,2.12,0.91,0.046,0.046,970.492,12.164,11.648,43.279,20.435,18.825,21.582,20.838,80.885,0.196,0.211,0.979,0.749,12.746,1.472,9.449,0.529,0.747,7.475,2.146,0.001,1.8187,3.0772,2.3409,0.065344,971,63.449024
"3068",0.736,28.329,0.449,1.669,0.405,4.38,4727.625,65.615,0.885,0.402,12.569,0.473,503.488,0.119,1.716,0.284,0.05,0.455,3.318,2.554,0.784,0.082,0.082,962.613,31.824,33.912,86.981,22.403,22.797,39.823,18.53,36.013,0.319,0.354,1.202,0.141,53.661,2.132,13.446,0.491,0.395,11.103,5.072,0.001,2.941,3.5089,2.622,0.067456,963,64.960128
"3069",0.797,17.724,0.397,2.701,0.827,3.392,960.306,90.383,0.714,0.253,31.048,0.765,853.927,0.129,1.702,0.407,0.072,3.544,1.559,1.51,0.777,0.07,0.07,684.767,28.482,26.503,132.971,11.792,0.426,25.203,34.52,50.68,0.257,0.6,1.406,0.582,10.987,4.456,48.401,1.286,0.373,5.652,6.723,0,6.2165,37.461,25.879,1.097,685,751.445
"3070",0.638,12.367,0.616,3.017,0.441,4.255,1638.324,61.078,0.449,0.118,72.762,0.391,529.665,0.215,1.703,0.412,0.125,1.13,5.288,2.526,0.624,0.091,0.091,689.231,13.912,9.66,30.902,32.404,18.173,12.115,48.03,85.87,0.631,0.353,1.046,0.505,5.563,0.525,72.921,0.662,0.755,3.642,1.054,0.001,2.0103,1.1174,0.89683,0.011657,690,8.04333
"3071",0.606,20.629,0.446,1.053,0.261,0.184,2352.535,84.175,0.444,0.095,97.148,0.911,626.371,0.274,1.546,0.376,0.17,2.354,2.174,1.785,0.638,0.09,0.09,799.481,5.916,28.003,26.38,31.15,6.632,31.699,41.981,5.532,0.366,0.603,0.992,0.12,9.353,0.422,33.449,1.174,0.704,3.795,3.516,0.001,4.7541,4.4982,3.3937,0.074725,800,59.78
"3072",0.738,18.104,0.193,4.178,0.186,0.271,460.035,79.932,0.617,0.399,100.157,0.023,707.172,0.198,1.691,0.371,0.072,1.319,1.631,0.747,0.478,0.022,0.022,934.357,28.412,22.265,101.263,6.994,3.15,13.234,26.071,84.625,0.695,0.302,1.408,0.262,34.535,1.921,57.827,0.105,0.836,10.95,4.334,0,4.7672,4.5317,3.2018,0.043192,935,40.38452
"3073",0.642,32.12,0.436,2.304,0.535,4.136,2481.629,81.199,0.693,0.305,71.136,0.714,585.673,0.294,1.144,0.394,0.113,1.157,2.695,1.403,0.936,0.095,0.095,790.921,14.916,6.553,56.426,9.584,12.128,5.96,32.922,82.383,0.513,0.643,1.021,0.583,36.081,0.987,48.827,0.487,0.797,6.026,4.848,0.001,4.6978,12.742,9.3357,0.12946,792,102.53232
"3074",0.684,20.556,0.649,1.916,0.775,3.467,4916.798,83.501,0.145,0.02,136.49,0.762,578.169,0.266,1.254,0.316,0.152,0.546,4.378,1.088,0.541,0.021,0.021,620.38,8.514,18.939,71.687,8.279,13.76,18.874,39.966,39.089,0.166,0.136,1.724,0.431,29.978,1.139,13.55,1.131,0.084,1.231,1.731,0.001,4.7171,6.4727,4.4623,0.17618,620,109.2316
