"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"2093",0.621,34.823,0.459,0.666,0.74,0.893,1887.959,65.256,85.383,0.795,0.797,0.333,39.04,0.598,776.734,0.111,1.656,1.421,1.376,1.238,1.531,0.403,0.16,2.553,3.128,0.139,0.531,0.336,0.336,0.025,801.787,32.24,15.965,22.926,14.18,10.498,9.04,17.501,0.7,0.843,0.682,1.118,0.298,25.374,3.945,14.981,1.487,0.442,11.209,6.452
"2094",0.69,25.111,0.302,4.211,0.719,0.595,4306.026,90.053,82.709,0.408,0.904,0.235,123.632,0.928,532.879,0.235,0.93,1.262,0.886,1.136,1.023,0.252,0.191,2.046,1.377,0.515,0.579,0.498,0.498,0.027,863.478,5.038,22.532,89.66,25.055,12.832,42.466,8.772,51.489,0.786,0.517,0.883,0.28,12.542,3.194,17.677,1.467,0.104,1.475,9.768
"2095",0.76,34.696,0.453,2.641,0.152,3.138,2038.696,72.26,83.972,0.615,0.882,0.235,69.393,0.905,644.077,0.294,0.92,1.217,1.402,1.574,1.506,0.39,0.086,1.074,0.658,0.338,0.716,0.507,0.507,0.068,755.446,29.832,31.897,42.525,5.694,7.963,39.065,16.655,60.735,0.523,0.638,1.307,0.156,51.554,3.783,12.552,1.426,0.386,8.724,4.496
"2096",0.655,30.576,0.52,2.226,0.594,1.878,2183.832,81.632,87.101,0.542,0.195,0.124,71.743,0.322,770.968,0.101,1.418,1.633,1.292,1.693,0.973,0.262,0.233,2.021,4.27,0.725,0.384,0.629,0.629,0.022,603.812,11.143,28.729,55.955,28.053,23.387,37.879,36.4,30.987,0.133,0.675,1.266,0.057,36.961,4.969,13.77,1.083,0.196,10.703,0.36
"2097",0.647,34.853,0.219,2.744,0.14,4.98,836.663,64.647,86.468,0.01,0.814,0.186,14.972,0.518,528.108,0.2,0.877,1.562,1.226,1.427,1.211,0.392,0.055,3.905,2.431,1.76,0.933,0.326,0.326,0.053,691.521,33.336,30.309,87.922,31.514,14.572,23.942,17.319,28.284,0.043,0.238,1.695,0.794,52.89,3.224,52.241,1.2,0.466,6.022,2.504
"2098",0.662,34.563,0.096,2.683,0.199,2.853,4254.573,61.992,84.773,0.436,0.588,0.162,76.511,0.032,708.853,0.217,1.165,1.159,1.285,1.332,1.591,0.264,0.115,0.693,5.356,2.056,0.481,0.285,0.285,0.072,717.116,34.09,18.681,82.55,34.698,24.222,35.192,8.388,1.993,0.135,0.636,1.736,0.818,20.415,2.977,18.609,1.095,0.934,2.179,8.887
"2099",0.744,20.973,0.334,4.475,0.969,1.498,1714.774,68.124,84.575,0.474,0.96,0.156,92.708,0.818,787.933,0.278,1.657,1.045,0.885,1.719,1.577,0.352,0.184,3.887,2.398,0.117,0.219,0.495,0.495,0.095,748.638,8.915,11.426,113.54,17.348,19.034,13.563,4.472,78.4,0.378,0.729,1.508,0.185,34.536,4.146,45.776,0.966,0.463,14.867,0.028
"2100",0.625,34.007,0.632,0.738,0.683,4.46,4628.762,80.871,82.897,0.793,0.252,0.229,43.512,0.065,526.549,0.139,1.18,1.229,1.357,1.241,1.722,0.27,0.092,2.622,0.56,1.575,0.208,0.342,0.342,0.057,832.549,15.463,33.965,67.725,11.688,11.863,10.409,16.721,23.023,0.507,0.573,1.744,0.079,22.816,1.894,13.294,0.71,0.82,5.597,7.862
"2101",0.617,17.167,0.574,4.009,0.491,4.23,4559.752,76.219,86.766,0.286,0.226,0.259,97.611,0.249,533.078,0.192,1.181,0.983,1.107,1.665,0.908,0.251,0.1,0.253,2.02,2.352,0.72,0.494,0.494,0.033,758.873,33.355,10.138,26.959,20.073,16.855,26.082,14.037,72.134,0.713,0.787,0.918,0.51,12.716,1.209,77.215,1.285,0.572,3.786,3.688
"2102",0.728,25.109,0.354,3.609,0.651,0.408,4995.432,88.313,83.789,0.604,0.295,0.355,94.663,0.462,591.366,0.159,1.2,1.2,1.373,1.097,1.413,0.346,0.066,3.038,3.188,2.463,0.413,0.462,0.462,0.023,659.127,28.909,30.007,113.96,8.4,9.18,12.84,10.145,46.394,0.347,0.703,0.927,0.219,27.207,2.548,6.605,0.528,0.101,6.662,2.713
"2103",0.713,20.724,0.568,0.184,0.227,4.24,4805.298,62.058,84.6,0.922,0.055,0.222,68.509,0.862,565.247,0.224,0.948,1.144,1.348,1.194,1.743,0.405,0.085,2.748,5.761,0.113,0.962,0.493,0.493,0.019,941.45,10.66,34.652,105.531,13.903,21.356,11.581,41.443,4.731,0.015,0.576,1.631,0.813,54.313,2.188,9.598,0.037,0.261,1.587,7.203
"2104",0.607,13.991,0.478,0.906,0.765,0.686,1055.002,62.31,84.691,0.146,0.169,0.08,138.335,0.165,525.26,0.294,1.33,1.419,1.362,1.673,0.949,0.421,0.062,3.327,1.104,1.203,0.663,0.382,0.382,0.035,836.393,15.326,32.373,28.069,7.026,5.744,29.908,7.626,31.616,0.749,0.773,1.599,0.36,51.036,1.319,23.827,0.772,0.508,12.368,3.983
"2105",0.773,17.892,0.398,0.398,0.875,4.118,1337.285,86.314,86.227,0.865,0.823,0.016,139.014,0.766,739.709,0.238,0.993,1.488,1.572,1.642,0.879,0.333,0.088,2.026,0.316,0.411,0.195,0.496,0.496,0.08,721.665,14.218,26.866,86.356,17.096,5.622,10.398,10.89,9.729,0.121,0.557,1.256,0.503,16.057,2.552,13.514,0.947,0.919,8.911,9.964
"2106",0.775,30.44,0.216,0.203,0.848,0.778,3516.59,80.263,82.347,0.412,0.232,0.431,121.294,0.879,879.006,0.197,1.733,1.724,1.217,1.537,0.891,0.318,0.235,0.034,2.968,2.468,0.862,0.643,0.643,0.079,926.31,32.205,22.687,127.482,7.712,17.135,32.903,16.524,0.245,0.286,0.251,1.299,0.5,41.712,1.57,53.273,0.805,0.473,13.376,6.036
"2107",0.698,30.585,0.587,1.177,0.8,2.294,1429.052,89.128,82.82,0.574,0.98,0.174,103.395,0.504,831.615,0.18,1.443,1.486,1.125,1.541,1.192,0.41,0.184,0.133,4.554,2.708,0.331,0.197,0.197,0.084,852.866,8.187,6.53,42.834,26.636,22.883,26.044,25.597,50.166,0.501,0.481,1.697,0.465,7.256,4.47,71.429,0.972,0.398,13.396,2.048
"2108",0.797,34.07,0.283,2.912,0.837,3.736,4158.334,70.973,86.777,0.014,0.73,0.242,62.767,0.271,719.24,0.136,1.386,1.508,0.861,1.119,1.744,0.316,0.082,2.127,0.723,1.961,0.378,0.277,0.277,0.047,686.85,19.578,19.907,42.443,21.322,3.282,13.198,17.622,4.313,0.098,0.606,1.627,0.508,28.579,2.332,76.047,1.025,0.245,9.19,9.989
"2109",0.713,27.324,0.542,1.135,0.312,4.606,4784.789,61.293,86.898,0.895,0.059,0.054,36.877,0.264,596.142,0.279,1.268,1.26,1.725,1.547,1.598,0.335,0.177,3.538,4.439,1.81,0.879,0.638,0.638,0.032,656.731,14.077,11.231,91.673,6.245,5.02,12.766,47.739,77.881,0.839,0.718,1.531,0.725,37.903,0.16,50.796,0.624,0.523,7.654,0.042
"2110",0.788,10.739,0.511,1.64,0.738,1.234,372.408,67.506,83.176,0.861,0.606,0.439,48.344,0.407,720.696,0.154,1.269,1.473,0.969,1.694,1.19,0.406,0.14,3.402,3.118,2.902,0.448,0.313,0.313,0.032,745.573,9.532,22.591,67.84,32.013,16.18,18.498,13.011,84.661,0.086,0.463,1.281,0.351,16.686,3.194,5.379,0.283,0.916,5.96,3.571
"2111",0.639,18.32,0.468,4.356,0.148,1.604,1236.019,79.538,85.454,0.387,0.036,0.176,118.7,0.25,775.519,0.186,1.084,1.635,1.332,1.553,1.306,0.263,0.153,2.006,1.467,2.568,0.139,0.559,0.559,0.052,890.909,24.902,10.162,131.729,19.144,5.157,25.496,30.002,23.56,0.861,0.714,1.406,0.14,8.591,3.377,25.778,0.273,0.881,6.196,3.839
"2112",0.788,31.958,0.528,0.624,0.665,4.397,4237.738,79.645,85.985,0.494,0.232,0.273,43.45,0.554,800.237,0.233,1.303,0.98,1.05,1.017,0.983,0.272,0.161,2.052,1.227,1.536,0.628,0.123,0.123,0.099,923.672,13.842,15.668,64.54,6.998,1.054,28.49,44.237,57.659,0.039,0.307,1.713,0.747,58.715,4.514,78.127,1.15,0.967,13.23,0.143
"2113",0.613,14.563,0.154,4.825,0.542,3.741,4981.564,74.387,84.871,0.852,0.263,0.024,101.797,0.833,543.311,0.145,1.366,1.754,1.028,1.678,1.735,0.426,0.093,0.634,5.205,1.456,0.869,0.104,0.104,0.057,816.19,16.09,31.274,7.924,32.335,8.059,13.151,33.5,50.679,0.539,0.239,1.46,0.218,37.6,0.498,20.262,1.312,0.395,3.222,5.211
"2114",0.75,15.269,0.14,1.813,0.921,4.729,1993.403,80.757,84.022,0.839,0.607,0.03,98.315,0.766,556.108,0.227,1.559,1.665,1.336,1.739,1.037,0.311,0.177,0.438,5.472,1.801,0.712,0.593,0.593,0.064,879.947,6.897,15.556,58.755,26.754,17.423,37.37,18.316,15.406,0.939,0.432,0.947,0.788,34.868,2.56,39.907,0.778,0.875,10.174,6.784
"2115",0.79,29.56,0.435,2.346,0.778,0.152,3906.381,68.964,87.227,0.463,0.982,0.253,55.254,0.008,547.268,0.256,1.046,1.734,1.162,0.917,1.476,0.281,0.128,3.445,0.145,0.234,0.921,0.468,0.468,0.086,880.963,26.94,26.247,83.599,16.059,16.238,41.894,36.492,76.03,0.747,0.158,1.372,0.197,10.549,4.057,76.733,0.611,0.063,5.225,6.667
"2116",0.695,14.665,0.13,1.93,0.576,4.176,4029.605,89.954,83.473,0.591,0.965,0.171,14.514,0.423,844.56,0.26,1.398,1.462,1.214,1.214,0.917,0.414,0.178,2.36,1.676,0.581,0.476,0.397,0.397,0.011,898.111,23.48,13.027,96.212,20.365,12.935,33.008,13.337,19.168,0.986,0.184,1.417,0.528,12.165,0.037,20.35,1.013,0.185,5.647,6.154
"2117",0.732,26.046,0.083,4.794,0.524,4.064,695.865,75.167,86.08,0.841,0.095,0.168,18.501,0.496,707.7,0.231,1.286,1.411,1.396,1.698,1.493,0.281,0.228,2.856,0.142,0.886,0.563,0.433,0.433,0.03,662.81,31.484,9.893,116.99,9.979,15.455,42.501,10.725,36.82,0.521,0.604,1.079,0.122,4.741,4.61,43.073,1.306,0.94,0.969,4.817
"2118",0.618,32.422,0.32,3.971,0.259,2.14,4668.424,71.942,82.11,0.452,0.257,0.337,105.606,0.567,898.218,0.289,1.573,1.094,1.31,1.59,1.028,0.251,0.159,3.357,0.438,0.45,0.632,0.223,0.223,0.091,970.586,28.343,29.656,24.095,22.156,14.983,33.93,30.214,68.288,0.237,0.183,1.024,0.418,56.277,3.343,0.244,0.814,0.649,13.042,6.542
"2119",0.654,23.803,0.613,1.952,0.4,4.371,1381.597,73.678,83.048,0.427,0.414,0.047,103.848,0.28,780.582,0.198,0.863,1.622,1.633,1.534,1.045,0.282,0.159,2.671,2.211,1.083,0.836,0.111,0.111,0.089,840.753,29.332,15.135,46.555,5.247,19.574,33.684,16.905,13.146,0.345,0.247,1.496,0.174,32.689,2.965,55.192,0.856,0.297,0.641,9.769
"2120",0.766,24.901,0.428,2.709,0.359,3.24,1057.925,83.434,87.793,0.009,0.244,0.123,89.683,0.395,824.825,0.184,1.106,1.414,1.246,1.038,1.164,0.4,0.143,1.321,3.642,0.175,0.972,0.401,0.401,0.044,919.075,18.246,9.75,8.602,32.296,21.587,10.44,5.7,12.003,0.145,0.531,1.086,0.029,37.3,2.345,43.8,1.026,0.796,12.906,7.682
"2121",0.727,24.582,0.288,4.656,0.521,4.958,1890.73,84.346,86.382,0.639,0.021,0.38,38.264,0.568,616.421,0.188,0.883,1.109,0.996,1.369,1.452,0.359,0.146,0.761,4.975,0.125,0.658,0.432,0.432,0.052,681.811,19.698,13.197,60.185,22.676,11.798,7.695,27.284,86.28,0.311,0.698,1.049,0.606,48.013,0.019,61.586,1.409,0.078,9.377,2.65
"2122",0.602,22.085,0.445,4.822,0.374,2.953,4613.329,78.361,83.479,0.863,0.424,0.038,59.958,0.416,566.652,0.114,1.151,1.331,1.647,1.159,1.125,0.341,0.11,3.695,1.486,2.871,0.396,0.365,0.365,0.086,885.159,25.355,28.971,8.218,33.344,0.439,42.437,33.701,11.969,0.818,0.573,1.315,0.463,4.164,3.141,79.248,0.93,0.111,1.41,3.982
"2123",0.732,23.027,0.39,0.653,0.917,2.105,1642.135,85.434,86.599,0.5,0.234,0.272,70.766,0.33,872.641,0.179,0.872,1.408,1.413,1.077,1.55,0.318,0.06,2.575,1.508,1.84,0.371,0.294,0.294,0.025,996.851,23.646,19.547,65.188,14.458,14.672,43.068,15.17,4.827,0.892,0.421,1.152,0.458,11.855,4.935,55.911,0.961,0.953,13.039,7.962
"2124",0.765,12.329,0.268,1.729,0.594,2.209,3008.33,72.219,83.715,0.28,0.98,0.194,62.659,0.208,825.196,0.135,1.419,1.701,1.073,1.685,1.071,0.264,0.16,1.048,4.227,2.672,0.686,0.532,0.532,0.041,658.36,8.694,13.252,68.323,29.09,4.835,36.988,44.246,41.481,0.144,0.178,1.033,0.324,52.03,2.553,53.169,1.214,0.042,5.79,9.948
"2125",0.648,26.927,0.452,0.664,0.356,3.373,1083.714,65.458,87.194,0.715,0.074,0.463,45.522,0.574,594.996,0.183,1.294,0.985,0.904,1.513,0.946,0.391,0.188,0.454,5.618,1.18,0.243,0.312,0.312,0.073,660.955,27.504,29.32,102.226,13.681,2.374,31.846,0.688,16.222,0.721,0.376,0.863,0.725,25.698,0.74,66.012,1.461,0.442,13.853,5.726
"2126",0.77,26.682,0.15,3.877,0.733,2.368,50.578,79.612,86.201,0.808,0.999,0.008,122.629,0.509,621.707,0.289,1.745,1.298,1.216,1.61,0.87,0.287,0.197,3.904,2.59,2.533,0.827,0.389,0.389,0.08,715.11,24.157,26.991,58.056,21.375,17.311,43.784,44.046,30.294,0.644,0.202,1.232,0.905,59.432,1.243,34.894,1.219,0.808,2.603,6.702
"2127",0.688,17.426,0.113,1.062,0.408,1.676,2616.591,73.914,86.76,0.712,0.846,0.079,59.355,0.132,797.586,0.129,1.348,0.909,1.255,1.363,1.128,0.336,0.099,0.051,4.526,0.993,0.108,0.269,0.269,0.03,698.886,13.722,11.166,112.203,34.528,4.498,22.739,37.971,53.286,0.073,0.458,1.162,0.074,23.379,1.6,52.931,0.313,0.216,6.542,6.112
"2128",0.684,32.872,0.113,0.095,0.445,3.902,1387.327,71.611,85.781,0.553,0.474,0.291,119.822,0.226,853.661,0.122,1.415,1.57,1.117,0.878,1.329,0.273,0.143,2.496,0.923,2.665,0.376,0.363,0.363,0.029,831.411,10.867,27.001,98.392,16.103,1.556,12.609,25.095,16.424,0.883,0.541,1.14,0.576,31.413,2.051,34.691,1.118,0.624,8.539,6.297
"2129",0.646,13.542,0.431,1.445,0.629,1.875,2115.447,85.532,84.052,0.83,0.001,0.206,128.373,0.685,774.044,0.128,1.361,1.584,1.043,1.028,1.386,0.306,0.163,3.211,4.636,1.605,0.545,0.63,0.63,0.026,952.042,29.038,11.849,129.488,13.979,12.013,5.941,1.364,1.144,0.821,0.49,1.685,0.038,10.964,3.546,41.771,0.605,0.333,3.556,7.946
"2130",0.704,14.296,0.264,0.718,0.866,2.796,4555.583,86.88,85.833,0.342,0.354,0.193,70.491,0.255,897.204,0.253,1.605,0.891,0.934,1.671,1.729,0.362,0.08,0.724,4.196,0.937,0.877,0.43,0.43,0.012,775.156,32.631,17.404,38.968,24.056,0.694,13.209,38.097,87.765,0.681,0.747,0.962,0.303,24.982,2.443,62.159,0.747,0.41,11.11,5.404
"2131",0.624,23.731,0.472,0.787,0.355,0.173,4433.47,63.216,85.414,0.573,0.053,0.047,11.243,0.792,603.397,0.134,1.377,0.913,1.19,0.929,1.383,0.274,0.052,0.78,0.766,2.237,0.24,0.243,0.243,0.088,902.293,31.334,19.392,24.554,19.133,16.087,39.651,22.547,8.418,0.734,0.475,0.893,0.868,33.858,3.942,40.428,0.819,0.579,1.96,6.648
"2132",0.781,17.064,0.271,0.96,0.24,1.277,2178.148,76.547,82.529,0.259,0.57,0.262,91.24,0.709,860.304,0.253,1.453,1.283,0.986,0.864,1.41,0.304,0.146,0.635,4.508,1.014,0.47,0.147,0.147,0.074,884.587,32.602,13.042,137.878,28.135,22.779,31.439,10.976,51.923,0.514,0.466,1.541,0.386,41.073,1.121,15.38,1.458,0.603,5.695,0.593
"2133",0.783,30.004,0.106,1.479,0.124,1.853,3085.161,84.059,83.383,0.555,0.281,0.196,62.947,0.91,778.53,0.211,1.354,1.365,1.075,1.494,1.634,0.262,0.106,1.054,2.679,0.314,0.276,0.284,0.284,0.068,999.625,27.298,30.105,84.269,33.15,13.478,37.949,31.733,0.281,0.836,0.455,0.902,0.173,13.955,1.754,22.665,1.037,0.759,3.874,6.071
"2134",0.634,12.859,0.377,3.147,0.169,4.772,3671.497,84.419,87.23,0.163,0.663,0.112,107.436,0.061,697.256,0.146,1.19,1.138,1.003,1.338,1.291,0.321,0.134,0.426,5.877,1.152,0.213,0.304,0.304,0.092,750.857,20.486,31.749,67.24,31.362,23.687,23.949,34.293,42.793,0.154,0.315,1.489,0.287,16.193,2.947,32.392,0.615,0.788,0.262,3.737
"2135",0.771,15.204,0.645,1.785,0.862,4.547,3736.33,76.726,87.106,0.009,0.956,0.343,14.098,0.011,583.067,0.223,1.564,1.422,1.513,1.35,1.432,0.273,0.127,0.743,0.274,1.6,0.173,0.38,0.38,0.074,894.962,18.151,7.148,50.829,9.552,1.218,25.488,43.545,81.48,0.64,0.732,1.385,0.376,6.914,0.96,22.21,1.403,0.723,7.852,9.935
"2136",0.767,26.115,0.204,1.766,0.82,3.895,2122.835,74.961,87.138,0.104,0.974,0.365,102.232,0.692,682.737,0.242,0.884,1.1,1.349,1.333,1.759,0.364,0.106,2.996,3.474,0.687,0.151,0.327,0.327,0.062,617.739,9.417,13.419,133.112,6.412,12.774,21.705,14.231,25.829,0.464,0.471,1.39,0.95,37.65,4.334,49.213,1.036,0.399,13.968,0.848
"2137",0.672,30.366,0.126,1.978,0.545,1.775,4557.652,71.934,84.535,0.953,0.57,0.268,14.017,0.292,866.99,0.195,0.964,1.258,1.046,1.163,1.487,0.338,0.15,2.866,1.483,0.344,0.938,0.124,0.124,0.051,910.221,13.441,14.983,72.595,29.757,5.352,21.29,43.207,37.204,0.815,0.745,1.441,0.115,12.5,0.797,30.093,1.206,0.021,10.119,0.911
"2138",0.655,21.684,0.518,4.539,0.334,1.673,611.753,78.953,87.384,0.118,0.096,0.424,8.027,0.926,698.41,0.27,1.536,1.057,1.097,1.133,1.539,0.267,0.121,2.805,5.771,0.935,0.296,0.547,0.547,0.037,643.744,14.809,7.147,32.132,23.426,20.567,25.369,42.186,85.367,0.844,0.635,1.211,0.944,52.602,1.968,7.7,0.005,0.709,14.04,5.578
"2139",0.602,15.769,0.51,2.619,0.619,1.529,4627.656,79.721,85.337,0.194,0.341,0.408,6.708,0.816,518.928,0.15,0.964,1.065,1.503,1.335,1.536,0.31,0.229,2.226,1.686,1.231,0.592,0.18,0.18,0.047,612.361,13.239,15.615,79.615,7.693,16.022,33.436,28.932,69.157,0.489,0.492,1.698,0.983,16.738,3.424,79.346,0.529,0.125,8.924,0.857
"2140",0.739,27.097,0.09,2.511,0.467,3.168,2199.293,84.827,86.207,0.876,0.838,0.19,71.095,0.409,801.297,0.294,1.481,0.874,1.461,1.603,1.461,0.427,0.14,3.573,4.019,0.636,0.862,0.296,0.296,0.061,768.409,22.279,16.368,135.754,21.237,4.163,43.412,15.577,54.353,0.63,0.705,1.275,0.132,42.314,3.16,25.622,0.788,0.525,3.704,7.139
"2141",0.724,13.883,0.111,4.633,0.736,4.823,2737.274,87.076,86.712,0.81,0.5,0.438,1.366,0.793,533.581,0.153,1.474,1.59,1.315,1.405,1.431,0.28,0.18,3.06,4.492,2.298,0.421,0.28,0.28,0.058,734.855,33.617,34.286,133.38,19.508,5.554,9.279,11.913,27.848,0.679,0.231,1.303,0.967,32.713,4.242,2.334,0.053,0.106,12.43,9.394
"2142",0.769,29.215,0.492,4.464,0.397,1.948,2963.556,66.656,84.033,0.459,0.051,0.44,68.579,0.242,717.825,0.108,1.614,1.662,1.647,0.923,1.008,0.252,0.22,2.858,1.854,2.372,0.697,0.356,0.356,0.066,934.347,18.65,11.394,89.969,6.608,7.511,40.672,36.037,81.748,0.984,0.182,1.435,0.174,48.152,0.365,67.201,1.21,0.076,1.406,7.462
"2143",0.771,31.908,0.233,2.631,0.172,4.019,4587.614,70.486,83.7,0.633,0.192,0.147,137.324,0.271,681.489,0.278,1.061,1.202,1.384,0.99,1.513,0.388,0.086,1.236,4.831,2.029,0.49,0.116,0.116,0.042,958.898,32.715,20.786,27.626,20.543,4.05,39.961,18.138,43.494,0.261,0.443,0.88,0.858,45.657,1.929,32.463,0.043,0.857,1.486,3.341
"2144",0.634,26.245,0.41,4.339,0.806,0.516,905.868,61.075,84.962,0.186,0.436,0.403,138.762,0.747,768.738,0.166,1.546,1.053,1.546,1.126,1.68,0.327,0.11,0.87,1.797,0.198,0.276,0.282,0.282,0.019,698.26,25.46,30.913,73.355,12.578,1.504,32.69,15.168,5.056,0.803,0.747,1.082,0.353,50.239,3.204,76.997,0.178,0.259,7.634,9.901
"2145",0.646,17.526,0.575,3.598,0.213,3.813,2808.354,75.203,83.884,0.381,0.57,0.144,58.123,0.386,706.488,0.281,1.591,1.123,1.631,1.062,0.904,0.293,0.228,3.005,0.906,2.501,0.765,0.597,0.597,0.05,761.633,26.85,7.24,7.252,18.94,5.468,29.833,11.403,49.034,0.606,0.753,1.286,0.383,5.857,0.333,56.691,1.045,0.722,11.228,8.243
"2146",0.708,24.827,0.355,2.848,0.904,1.972,3865.621,65.055,84.066,0.114,0.157,0.457,117.833,0.498,649.878,0.11,1.135,1.677,1.556,1.461,1.189,0.335,0.23,1.307,3.756,1.031,0.989,0.479,0.479,0.086,674.646,18.231,34.2,140.297,26.352,1.67,19.4,19.947,25.669,0.824,0.523,1.016,0.894,20.19,1.18,38.68,0.871,0.142,8.257,4.105
"2147",0.67,22.457,0.319,2.608,0.957,4.094,3354.35,61.709,87.904,0.262,0.45,0.407,93.542,0.903,736.928,0.13,1.331,0.871,1.628,1.029,1.387,0.389,0.124,2.847,3.955,1.88,0.43,0.297,0.297,0.072,904.72,24.421,19.018,35.392,24.762,12.549,32.938,23.918,23.938,0.325,0.496,1.396,0.105,52.08,0.88,8.719,0.243,0.583,5.169,2.647
"2148",0.686,27.55,0.231,4.584,0.956,1.896,302.567,65.922,87.502,0.736,0.902,0.106,101.168,0.154,501.519,0.179,1.737,1.148,1.262,1.68,1.613,0.352,0.221,3.479,0.29,0.275,0.944,0.633,0.633,0.016,680.654,31.168,30.926,27.896,10.299,3.658,28.973,6.645,39.073,0.564,0.256,1.114,0.054,40.131,2.435,6.009,0.76,0.87,11.571,8.455
"2149",0.644,15.243,0.564,4.084,0.263,4.458,2473.989,68.858,83.099,0.417,0.559,0.386,4.241,0.038,660.851,0.127,1.204,0.95,1.1,1.64,1.129,0.323,0.217,3.287,4.807,2.595,0.281,0.482,0.482,0.075,940.216,33.658,26.903,17.717,8.106,15.092,22.184,16.2,67.388,0.079,0.114,0.888,0.369,8.711,1.298,60.545,0.286,0.282,11.511,4.388
"2150",0.8,17.637,0.163,0.358,0.894,4.082,2433.493,77.891,84.247,0.452,0.761,0.139,34.937,0.065,723.114,0.209,1.31,1.173,1.143,0.922,1.712,0.367,0.221,2.774,1.469,0.261,0.246,0.154,0.154,0.046,853.615,12.681,33.975,11.766,34.42,18.861,27.698,30.612,50.764,0.212,0.125,1.301,0.653,39.183,3.666,49.674,0.331,0.217,9.573,6.839
"2151",0.751,15.628,0.549,4.855,0.982,0.949,3305.943,64.255,83.899,0.768,0.726,0.303,22.01,0.716,787.121,0.244,1.136,1.037,1.655,1.04,1.244,0.291,0.152,1.783,4.456,2.585,0.811,0.48,0.48,0.029,885.525,13.758,27.099,36.01,22.504,13.562,29.915,45.132,28.824,0.609,0.666,0.885,0.905,40.744,3.328,11.576,0.541,0.845,7.07,6.575
"2152",0.68,18.846,0.559,1.387,0.1,2.937,3063.311,88.874,87.209,0.119,0.842,0.341,74.686,0.116,631.157,0.19,0.984,1.102,1.455,1.454,1.717,0.267,0.053,3.824,2.681,1.64,0.768,0.427,0.427,0.087,751.064,26.028,23.664,59.915,29.351,9.237,42.196,14.743,53.456,0.423,0.761,1.125,0.018,13.495,0.777,77.818,1.427,0.919,11.22,5.529
"2153",0.738,26.265,0.382,3.207,0.378,1.814,2443.739,88.803,84.939,0.703,0.003,0.1,51.538,0.266,722.11,0.139,0.924,1.583,1.558,1.332,1.022,0.355,0.096,1.356,2.369,1.977,0.194,0.268,0.268,0.043,609.173,25.976,20.688,28.703,31.522,21.149,18.063,43.413,9.214,0.32,0.382,1.244,0.608,40.772,3.775,24.764,0.644,0.183,4.266,5.426
"2154",0.766,16.294,0.12,4.239,0.552,3.994,3692.702,64.502,86.432,0.77,0.012,0.239,117.342,0.016,664.247,0.261,1.613,1.13,1.682,0.955,0.993,0.322,0.071,1.93,2.062,2.475,0.533,0.32,0.32,0.022,704.548,25.202,14.517,51.083,33.13,1.487,6.851,47.366,2.088,0.056,0.482,0.942,0.757,22.204,1.287,39.989,1.296,0.183,6.076,1.705
"2155",0.629,27.725,0.213,0.788,0.157,4.849,433.538,90.71,82.978,0.465,0.762,0.395,91.656,0.671,527.086,0.194,0.947,1.167,1.232,1.268,1.527,0.352,0.19,3.043,3.576,1.992,0.541,0.637,0.637,0.091,682.777,10.217,26.977,39.976,33.511,10.898,25.432,46.167,30.905,0.875,0.355,1.399,0.409,21.468,3.376,10.214,0.293,0.39,2.927,1.944
"2156",0.798,17.798,0.567,2.459,0.39,2.411,4279.835,69.747,86.909,0.302,0.058,0.435,79.565,0.1,751.693,0.15,1.582,1.337,0.991,0.888,1.257,0.337,0.178,2.583,5.227,0.204,0.472,0.213,0.213,0.037,650.403,6.274,22.431,145.305,9.698,24.06,12.376,40.589,23.83,0.052,0.751,0.973,0.969,3.245,3.132,30.714,1.16,0.478,5.556,2.131
"2157",0.76,25.421,0.47,2.894,0.645,4.237,2842.277,78.265,83.963,0.973,0.858,0.289,128.894,0.803,756.637,0.299,1.091,1.304,1.33,1.304,1.536,0.328,0.209,2.261,0.183,2.79,0.945,0.501,0.501,0.057,903.758,26.198,14.624,49.201,16.807,16.027,26.449,6.137,58.257,0.278,0.775,1.146,0.493,35.202,3.709,72.081,0.372,0.062,11.875,1.889
"2158",0.629,27.195,0.366,2.792,0.942,3.508,3182.914,70.377,83.002,0.056,0.784,0.009,90.79,0.915,839.515,0.178,0.943,1.084,1.234,1.518,1.264,0.336,0.21,2.294,2.79,2.704,0.348,0.484,0.484,0.075,623.792,29.862,16.402,94.165,12.444,22.037,39.596,42.264,41.704,0.776,0.27,1.435,0.521,51.53,4.467,63.503,1.232,0.88,9.139,7.796
"2159",0.708,21.135,0.376,2.319,0.313,0.654,2230.002,85.974,87.961,0.022,0.421,0.305,23.825,0.853,596.532,0.13,1.573,1.22,1.591,1.261,1.129,0.32,0.206,0.419,1.076,2.554,0.591,0.584,0.584,0.039,748.347,12.496,15.167,55.553,28.847,6.015,29.775,29.727,13.511,0.48,0.438,1.174,0.283,38.911,4.851,12.721,0.608,0.504,4.565,3.584
